clause_text,clause_type
"Maintenance of Office or Agency. If Securities of a series are issuable only as Registered Securities, the Company shall maintain in each Place of Payment for any series of Securities an office or agency where Securities of that series may be presented or surrendered for payment or conversion, where Securities of that series may be surrendered for registration of transfer or conversion or exchange and where notices and demands to or upon the Company in respect of the Securities of that series and this Indenture may be served. If Securities of a series are issuable as Bearer Securities, the Company will maintain: (A) in the Borough of Manhattan, The City of New York, an office or agency where any Registered Securities of that series may be presented or surrendered for payment or conversion, where any Registered Securities of that series may be surrendered for registration of transfer, where Securities of that series may be surrendered for conversion or exchange, where notices and demands to or upon the Company in respect of the Securities of that series and this Indenture may be served and where Bearer Securities of that series and related coupons may be presented or surrendered for payment or conversion in the circumstances described in the following paragraph (and not otherwise); (B) subject to any laws or regulations applicable thereto, in a Place of Payment for that series which is located outside the United States, an office or agency where Securities of that series and related coupons may be presented and surrendered for payment; provided, however, that if the Securities of that series are listed on any stock exchange located outside the United States and such stock exchange shall so require, the Company will maintain a Paying Agent for the Securities of that series in any required city located outside the United States, as the case may be, so long as the Securities of that series are listed on such exchange; and (C) subject to any laws or regulations applicable thereto, in a Place of Payment for that series located outside the United States an office or agency where any Registered Securities of that series may be surrendered for registration of transfer, where Securities of that series may be surrendered for conversion or exchange and where notices and demands to or upon the Company in respect of the Securities of that series and this Indenture may be served. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of each such offi...",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company shall maintain an office or agency (which may be an office of the Trustee or an affiliate of the Trustee, Registrar or co-registrar) where Notes may be surrendered for registration of transfer or for exchange and where notices and demands to or upon the Company and the Guarantors in respect of the Notes and this Indenture may be served. The Company shall give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee. The Company may also from time to time designate additional offices or agencies where the Notes may be presented or surrendered for any or all such purposes and may from time to time rescind such designations. The Company shall give prompt written notice to the Trustee of any such designation or rescission and of any change in the location of any such other office or agency. The Company hereby designates the Corporate Trust Office of the Trustee as one such office or agency of the Company in accordance with Section 2.03.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company will maintain in The City of New York, an office or agency where the Notes may be presented or surrendered for payment, where, if applicable, the Notes may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Company in respect of the Notes and this Indenture may be served. The office or agency (the “Corporate Trust Office”) used by the Trustee in The City of New York as its office or agency for receiving securities, as the same may from time to time be designated by the Trustee, shall be such office or agency of the Company, unless the Company shall designate and maintain some other office or agency for one or more of such purposes. The Company will give prompt written notice to the Trustee of any change in the location of any such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee, and the Company hereby appoints the Trustee as its agent to receive all such presentations, surrenders, notices and demands. The Company may also from time to time designate one or more other offices or agencies (in or outside of The City of New York) where the Notes may be presented or surrendered for any or all such purposes and may from time to time rescind any such designation; provided, however, that no such designation or rescission shall in any manner relieve the Company of its obligation to maintain an office or agency in The City of New York for such purposes. The Company will give prompt written notice to the Trustee of any such designation or rescission and any change in the location of any such other office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company shall maintain the office or agency required under Section 2.03. The Company shall give prior written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the address of the Trustee.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. If Securities of a series are issued as Registered Securities, the Company will maintain in each Place of Payment for any series of Securities an office or agency where Securities of that series may be presented or surrendered for payment, where Securities of that series may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Company in respect of the Securities of that series and this Indenture may be served. If Securities of a series are issuable as Bearer Securities, the Company will maintain, (i) subject to any laws or regulations applicable thereto, an office or agency in a Place of Payment for that series which is located outside the United States, where Securities of that series and related coupons may be presented and surrendered for payment; provided, however, that if the Securities of that series are listed on The International Stock Exchange of the United Kingdom and the Republic of Ireland Limited, the Luxembourg Stock Exchange or any other stock exchange located outside the United States and such stock exchange shall so require, the Company will maintain a Paying Agent for the Securities of that series in London, Luxembourg or any other required city located outside the United States, as the case may be, so long as the Securities of that series are listed on such exchange, and (ii) subject to any laws or regulations applicable thereto, an office or agency in a Place of Payment for that series which is located outside the United States where Securities of that series may be surrendered for exchange and where notices and demands to or upon the Company in respect of the Securities of that series and this Indenture may be served. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of any such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee, except that Bearer Securities of that series and the related coupons unless otherwise specified in the Supplemental Indenture for such Series, may be presented and surrendered for payment and conversion at the offices specified in the Security, in London, England, and the Company hereby appoints the Trustee as its agent to receive all such presentations, surrenders, notices a...",maintenance-of-office-or-agency
"Maintenance of Office or Agency. (a) The Issuer shall maintain an office or agency (which may be an office of the Trustee or an affiliate of the Trustee or Registrar) where Notes may be surrendered for registration of transfer or for exchange and where notices and demands to or upon the Issuer in respect of the Notes and this Indenture may be served. The Issuer shall give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Issuer shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the corporate trust office of the Trustee as set forth in Section 13.02.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Trustee will maintain or cause to be maintained at its expense an office or offices or agency or agencies in New York, New York where Certificates may be surrendered for registration of transfer or exchange. The Trustee initially designates the offices of its agent for such purposes located at DTC Transfer Agent Services, 55 Water Street, Jeanette Park Entrance, New York, New York 10041. The Trustee shall give prompt written notice to the Certificateholders of any change in such location of any such office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. (a) The Company will maintain in each Place of Payment for any series of Securities an office or agency where Securities of that series may be presented or surrendered for payment, where Securities of that series may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Company in respect of the Securities of that series and this Indenture may be served. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee, and the Company hereby appoints the Trustee as its agent to receive all such presentations, surrenders, notices and demands.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company will maintain in the United States of America an office or agency where the Notes may be surrendered for registration of transfer or exchange or for presentation for payment or repurchase (“Paying Agent”) or for conversion (“Conversion Agent”) and where notices and demands to or upon the Company in respect of the Notes and this Indenture may be served. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office in the United States of America as a place where Notes may be presented for payment or for registration of transfer. The Company may also from time to time designate as co-Note Registrars one or more other offices or agencies where the Notes may be presented or surrendered for any or all such purposes and may from time to time rescind such designations; provided that no such designation or rescission shall in any manner relieve the Company of its obligation to maintain an office or agency in the United States of America so designated by the Trustee as a place for such purposes. The Company will give prompt written notice to the Trustee of any such designation or rescission and of any change in the location of any such other office or agency. The terms “Paying Agent” and “Conversion Agent” include any such additional or other offices or agencies, as applicable. The Company hereby initially designates the Trustee as the Paying Agent, Note Registrar, Custodian and Conversion Agent and the Corporate Trust Office as the office or agency in the United States of America where Notes may be surrendered for registration of transfer or exchange or for presentation for payment or repurchase or for conversion and where notices and demands to or upon the Company in respect of the Notes and this Indenture may be served; provided that the Corporate Trust Office shall not be a place for service of legal process on the Company.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company shall maintain in each Place of Payment for any series of Securities an Office or Agency where Securities of such series (but not Bearer Securities, except as otherwise provided below, unless such Place of Payment is located outside the United States) may be presented or surrendered for payment, where Securities of such series may be surrendered for registration of transfer or exchange, where Securities of such series that are convertible or exchangeable may be surrendered for conversion or exchange, and where notices and demands to or upon the Company in respect of the Securities of such series relating thereto and this Indenture may be served. If Securities of a series are issuable as Bearer Securities, the Company shall maintain, subject to any laws or regulations applicable thereto, an Office or Agency in a Place of Payment for such series which is located outside the United States where Securities of such series and any Coupons appertaining thereto may be presented and surrendered for payment; provided, however, that if the Securities of such series are listed on The Stock Exchange of the United Kingdom and the Republic of Ireland or the Luxembourg Stock Exchange or any other stock exchange located outside the United States and such stock exchange shall so require, the Company shall maintain a Paying Agent in London, Luxembourg or any other required city located outside the United States, as the case may be, so long as the Securities of such series are listed on such exchange. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of such Office or Agency. If at any time the Company shall fail to maintain any such required Office or Agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee, except that Bearer Securities of such series and any Coupons appertaining thereto may be presented and surrendered for payment at the place specified for the purpose with respect to such Securities as provided in or pursuant to this Indenture, and the Company hereby appoints the Trustee as its agent to receive all such presentations, surrenders, notices and demands. Except as otherwise provided in or pursuant to this Indenture, no payment of principal, premium, interest or Additional Amounts with respect to Bearer Securities shall be made at any Office or Agency in the Uni...",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Administrative Trustees shall maintain in a location or locations designated by the Administrative Trustees, an office or offices or agency or agencies where the Preferred Securities Certificates may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Trustees in respect of the Trust Securities Certificates may be served. The Administrative Trustees initially designate the Corporate Trust Office of the Property Trustee, Wilmington Trust Company, as the principal corporate trust office for such purposes. The Administrative Trustees shall give prompt written notice to the Depositor and to the Securityholders of any change in the location of the Securities Register or any such office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. (a) The Company shall maintain in the Borough of Manhattan, City of New York, State of New York, an office or agency (which may be an office or drop facility of the Trustee or an affiliate of the Trustee, Registrar or co-registrar) where Notes may be presented or surrendered for registration of transfer or for exchange and where notices and demands to or upon the Company in respect of the Notes and this Indenture may be served. The Company shall give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee, and the Company hereby appoints the Trustee as its agent to receive all such presentations, surrenders, notices and demands.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Administrative Trustees shall maintain in the Borough of Manhattan, New York, an office or offices or agency or agencies where Preferred Securities Certificates may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Trustees in respect of the Trust Securities Certificates may be served. The Administrative Trustees initially designate The Chase Manhattan Bank, 450 West 33rd Street, New York, New York 10001, as its principal agency for such purposes. The Administrative Trustees shall give prompt written notice to the Depositor and to the Securityholders of any change in the location of the Securities Register or any such office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Trustee will maintain, at its expense, an office or agency where Certificates may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Certificate Registrar in respect of the Certificates and this Agreement may be served. The Trustee initially designates the Corporate Trust Office and the principal corporate trust office of the Authenticating Agent, if any, as its offices and agencies for said purposes.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company will maintain in the Borough of Manhattan, The City of New York an office or agency where Securities may be surrendered for registration of transfer or exchange or for presentation for payment and where notices and demands to or upon the Company in respect of the Securities and this Indenture may be served. The Company hereby initially designates the Corporate Trust Office of the Trustee, located in New York, New York, as such office or agency of the Company. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the address of the Trustee set forth in Section 10.02. The Company may also from time to time designate one or more other offices or agencies where the Securities of any series may be presented or surrendered for any or all such purposes and may from time to time rescind such designations; provided that no such designation or rescission shall in any manner relieve the Company of its obligation to maintain an office or agency in the Borough of Manhattan, The City of New York for such purposes. The Company will give prompt written notice to the Trustee of any such designation or rescission and of any change in the location of any such other office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company will maintain an office or agency in the Borough of Manhattan, The City of New York, where the New Notes may be surrendered for registration of transfer or exchange or for presentation for payment or for conversion, redemption or repurchase and where notices and demands to or upon the Company in respect of the New Notes and this Indenture may be served. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency not designated or appointed by the Trustee. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office. The Company may also from time to time designate co-registrars and one or more offices or agencies where the New Notes may be presented or surrendered for any or all such purposes and may from time to time rescind such designations. The Company will give prompt written notice of any such designation or rescission and of any change in the location of any such other office or agency. The Company hereby initially designates the Trustee as Paying Agent, Note Registrar, Custodian, Bid Solicitation Agent and Conversion Agent, and each of the Corporate Trust Office and the office of agency of the Trustee in the City of Philadelphia shall be considered as one such office or agency of the Company for each of the aforesaid purposes. So long as the Trustee is the Note Registrar, the Trustee agrees to mail, or cause to be mailed, the notices set forth in Section 7.10 and the third paragraph of Section 7.11. If co-registrars have been appointed in accordance with this Section, the Trustee shall mail such notices only to the Company and the holders of New Notes it can identify from its records.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Owner Trustee shall maintain an office or offices or agency or agencies where Certificates may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Owner Trustee in respect of the Certificates and the Basic Documents may be served. The Owner Trustee initially designates Wilmington Trust Company, in such capacity, Rodney Square North, 1100 North Market Street, Wilmington, Delaware 19890, as its principal corporate trust office for such purposes. The Owner Trustee shall give prompt written notice to the Depositor and to the Certificateholders of any change in the location of the Certificate Register or any such office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company will maintain in the Borough of Manhattan, The City of New York, an office or agency where Securities may be presented or surrendered for payment, where Securities may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Company in respect of the Securities and this Indenture may be served. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee, and the Company hereby appoints the Trustee as its agent to receive all such presentations, surrenders, notices and demands. In the event any such notice or demands are so made or served on the Trustee, the Trustee will promptly forward copies thereof to the Company. The Company may also from time to time designate one or more other offices or agencies (in or outside the Borough of Manhattan, The City of New York) where the Securities may be presented or surrendered for any or all such purposes and may from time to time rescind such designations; provided, however, that no such designation or rescission shall in any manner relieve the Company of its obligation to maintain an office or agency in the Borough of Manhattan, The City of New York, for such purposes. The Company will give prompt written notice to the Trustee of any such designation or rescission and of any change in the location of any such other office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. (a) The Company will maintain an office or agency (which may be an office of the Trustee, Registrar or co-registrar) where Securities may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Company in respect of the Securities and this Indenture may be served. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Trustee shall maintain in the City of Minneapolis, Minnesota, an office or offices or agency or agencies where Notes may be surrendered for registration of transfer or exchange and where notices and demands to or upon the Trustee in respect of the Notes and this Agreement may be served. The Trustee initially shall designate the Corporate Trust Office as its office for such purposes. The Trustee shall give prompt written notice to the Issuer, the Servicer and the Noteholders of any change in the location of the Note Register or any such office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Issuers shall maintain in the continental United States an office or agency (which may be an office of the Trustee or an Affiliate of the Trustee, Registrar or co-registrar), where Notes may be surrendered or presented for payment, where Notes may be surrendered for registration of transfer or for exchange and where notices and demands to or upon the Issuers or the Subsidiary Guarantors in respect of the Notes and the Indenture may be served. The Issuers shall give prompt written notice to the Trustee of the location, and any change in the location, of such office or agency. If at any time the Issuers shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee. The Issuers may also from time to time designate one or more other offices or agencies where the Notes may be presented or surrendered for any or all such purposes and may from time to time rescind such designations. The Issuers shall give prompt written notice to the Trustee of any such designation or rescission and of any change in location of any such other office or agency. The Issuers hereby designate the Corporate Trust Office of the Trustee as one such office or agency of the Issuers in accordance with Section 3.06.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company shall maintain in each Place of Payment for the Securities of each series, or any Tranche thereof, an office or agency where payment of such Securities shall be made, where the registration of transfer or exchange of such Securities may be effected and where notices and demands to or upon the Company in respect of such Securities and this Indenture may be served. The Company shall give prompt written notice to the Trustee of the location, and any change in the location, of each such office or agency and prompt notice to the Holders of any such change in the manner specified in Section 106. If at any time the Company shall fail to maintain any such required office or agency in respect of Securities of any series, or any Tranche thereof, or shall fail to furnish the Trustee with the address thereof, payment of such Securities shall be made, registration of transfer or exchange thereof may be effected and notices and demands in respect thereof may be served at the Corporate Trust Office of the Trustee, and the Company hereby appoints the Trustee as its agent for all such purposes in any such event. The Company may also from time to time designate one or more other offices or agencies with respect to the Securities of one or more series, or any Tranche thereof, for any or all of the foregoing purposes and may from time to time rescind such designations; provided, however, that, unless otherwise specified as contemplated by Section 301 with respect to the Securities of such series or Tranche, no such designation or rescission shall in any manner relieve the Company of its obligation to maintain an office or agency for such purposes in each Place of Payment for such Securities in accordance with the requirements set forth above. The Company shall give prompt written notice to the Trustee, and prompt notice to the Holders in the manner specified in Section 106, of any such designation or rescission and of any change in the location of any such other office or agency. Anything herein to the contrary notwithstanding, any office or agency required by this Section may be maintained at an office of the Company, in which event the Company shall perform all functions to be performed at such office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company will maintain in each Place of Payment for any series of Securities an office or agency (which may be an office of the Trustee, the Registrar or the Paying Agent) where Securities of that series may be presented for registration of transfer or exchange, where Securities of that series may be presented for payment and where notices and demands to or on the Company in respect of the Securities of that series and this Indenture may be served. Unless otherwise designated by the Company by written notice to the Trustee, that office or agency shall be the office of the Trustee in The City of New York, which on the date hereof is located at ____________________. The Company will give prompt written notice to the Trustee of the location, and any change in the location, of that office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Trustee with the address thereof, those presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office of the Trustee. The Company may also from time to time designate one or more other offices or agencies where the Securities of one or more series may be presented or surrendered for any or all those purposes and may from time to time rescind those designations; provided, however, that no such designation or rescission shall in any manner relieve the Company of its obligation to maintain an office or agency in each Place of Payment for Securities of any series for those purposes. The Company will give prompt written notice to the Trustee of any such designation or rescission and of any change in the location of any such other office or agency.",maintenance-of-office-or-agency
"Maintenance of Office or Agency. The Company will maintain in the Borough of Manhattan, The City of New York an office or agency where Certificates may be presented or surrendered for acquisition of shares of Common Stock upon settlement of the Purchase Contracts on the Purchase Contract Settlement Date or Early Settlement and for transfer of Collateral upon occurrence of a Termination Event, where Certificates may be surrendered for registration of transfer or exchange, for a Collateral Substitution or re-establishment of an Income PRIDES and where notices and demands to or upon the Company in respect of the Securities and this Agreement may be served. The Company will give prompt written notice to the Agent of the location, and any change in the location, of such office or agency. If at any time the Company shall fail to maintain any such required office or agency or shall fail to furnish the Agent with the address thereof, such presentations, surrenders, notices and demands may be made or served at the Corporate Trust Office, and the Company hereby appoints the Agent as its agent to receive all such presentations, surrenders, notices and demands. The Company may also from time to time designate one or more other offices or agencies where Certificates may be presented or surrendered for any or all such purposes and may from time to time rescind such designations; provided, however, that no such designation or rescission shall in any manner relieve the Company of its obligation to maintain an office or agency in the Borough of Manhattan, The City of New York for such purposes. The Company will give prompt written notice to the Agent of any such designation or rescission and of any change in the location of any such other office or agency. The Company hereby designates as the place of payment for the Securities the Corporate Trust Office and appoints the Agent at its Corporate Trust Office as paying agent in such city.",maintenance-of-office-or-agency
