clause_text,clause_type
"Assignments. (a) Any Lender may at any time assign to one or more Persons (any such Person, an “Assignee”) all or any portion of such Lender’s Loans and Commitments, with the prior written consent of the Administrative Agent, the Issuing Lender (for an assignment of the Revolving Loans and the Revolving Commitment) and, so long as no Event of Default exists, the Company (which consents shall not be unreasonably withheld or delayed and shall not be required for an assignment by a Lender to a Lender or an Affiliate of a Lender). Except as the Administrative Agent may otherwise agree, any such assignment shall be in a minimum aggregate amount equal to $5,000,000 or, if less, the remaining Commitment and Loans held by the assigning Lender. The Company and the Administrative Agent shall be entitled to continue to deal solely and directly with such Lender in connection with the interests so assigned to an Assignee until the Administrative Agent shall have received and accepted an effective assignment agreement in substantially the form of Exhibit D hereto (an “Assignment Agreement”) executed, delivered and fully completed by the applicable parties thereto and a processing fee of $3,500. No assignment may be made to any Person if at the time of such assignment the Company would be obligated to pay any greater amount under Section 7.6 or 8 to the Assignee than the Company is then obligated to pay to the assigning Lender under such Sections (and if any assignment is made in violation of the foregoing, the Company will not be required to pay such greater amounts). Any attempted assignment not made in accordance with this Section 15.6.1 shall be treated as the sale of a participation under Section 15.6.2. The Company shall be deemed to have granted its consent to any assignment requiring its consent hereunder unless the Company has expressly objected to such assignment within three Business Days after notice thereof.",assignments
"Assignments. Section 8.07 of the Credit Agreement shall apply to assignments by Japan Local Currency Banks of obligations, Japan Local Currency Commitments and Japan Local Currency Advances hereunder; provided, however, that a Japan Local Currency Bank may not assign any obligations, Japan Local Currency Commitments or rights hereunder to any Person which is not (or does not simultaneously become) a Bank under the Credit Agreement.",assignments
"Assignments. Except as otherwise provided herein, no party hereto may assign either this Agreement or any of its rights, interests, or obligations hereunder without the prior written approval of the other party. Any purported assignment in violation of this Section 5.3 shall be void and ineffectual and shall not operate to transfer or assign any interest or title to the purported assignee.",assignments
"Assignments. This Agreement may not be assigned by either party without the consent of the other party. In performing its obligations under this Agreement, the Asset Manager may, at its discretion, delegate any or all of its rights, powers and functions under this Agreement to any person in accordance with section 2(d) without the need for the consent of the Series, provided that the Asset Manager’s liability to the Series for all matters so delegated shall not be affected by such delegation.",assignments
"Assignments. Each Lender may assign all or a portion of its rights and obligations under this Credit Agreement (including, without limitation, all or a portion of its Loans, its Loan Notes, and its Commitment); provided, however, that: each such assignment shall be to an Eligible Assignee; each of (A) the Administrative Agent and (B) the Issuing Lenders, shall have provided their written consent (not to be unreasonably withheld); subject to the definition of ""Eligible Assignee"", the Borrower shall have provided its written consent (not to be unreasonably withheld) which consent shall not be required during the existence of a Default or Event of Default; any such partial assignment shall be in an amount at least equal to $10,000,000 (or, if less, the remaining amount of the Commitment being assigned by such Lender) or an integral multiple of $5,000,000 in excess thereof; each such assignment by a Lender shall be of a constant, and not varying, percentage of all of its rights and obligations under this Credit Agreement and the Loan Notes; and the parties to such assignment shall execute and deliver to the Administrative Agent for its acceptance an Assignment Agreement in substantially the form of Exhibit 12.3, together with a processing fee from the assignor of $4,000. Upon execution, delivery, and acceptance of such Assignment Agreement, the assignee thereunder shall be a party hereto and, to the extent of such assignment, have the obligations, rights, and benefits of a Lender hereunder and the assigning Lender shall, to the extent of such assignment, relinquish its rights and be released from its obligations under this Credit Agreement. Upon the consummation of any assignment pursuant to this Section 12.3(b), the assignor, the Administrative Agent and the Borrower shall make appropriate arrangements so that, if required, new Loan Notes are issued to the assignee. If the assignee is not incorporated under the laws of the United States of America or a State thereof, it shall deliver to the Borrower and the Administrative Agent certification as to exemption from deduction or withholding of taxes in accordance with Section 4.4. By executing and delivering an assignment agreement in accordance with this Section 12.3(b), the assigning Lender thereunder and the assignee thereunder shall be deemed to confirm to and agree with each other and the other parties hereto as follows: (A) such assigning Lender warrants that it is the legal and beneficial owner of the interest being as...",assignments
"Assignments. Any Lender,",assignments
"Assignments. (i) Any Lender may at any time assign to one or more Eligible Assignees all or any portion of such Lender’s Loan together with all related obligations of such Lender hereunder. Except as Agent may otherwise agree, the amount of any such assignment (determined as of the date of the applicable Assignment Agreement or, if a “Trade Date” is specified in such Assignment Agreement, as of such Trade Date) shall be in a minimum aggregate amount equal to $1,000,000 or, if less, the assignor’s entire interests in the outstanding Loan; provided, however, that, in connection with simultaneous assignments to two or more related Approved Funds, such Approved Funds shall be treated as one assignee for purposes of determining compliance with the minimum assignment size referred to above. Borrowers and Agent shall be entitled to continue to deal solely and directly with such Lender in connection with the interests so assigned to an Eligible Assignee until Agent shall have received and accepted an effective Assignment Agreement executed, delivered and fully completed by the applicable parties thereto and a processing fee of $3,500 to be paid by the assigning Lender; provided, however, that only one processing fee shall be payable in connection with simultaneous assignments to two or more related Approved Funds.",assignments
"Assignments. Each Lender may assign all or a portion of its rights and obligations under this Credit Agreement (including, without limitation, all or a portion of its Loans, its Notes, and its Commitment); provided, however, that:",assignments
"Assignments. (a) Any Lender may at any time assign to one or more Persons (any such Person, an “Assignee”) all or any portion of such Lender’s share of the Loan, with the prior written consent of Agent and, so long as no Event of Default exists, Borrower (which consents shall not be unreasonably withheld or delayed and shall not be required for an assignment by a Lender to a Lender or an Affiliate of a Lender or an Approved Fund of a Lender). Except as Agent may otherwise agree, any such assignment (other than any assignment by a Lender to a Lender or an Affiliate or Approved Fund of a Lender) shall be in a minimum aggregate amount equal to $2,500,000 or, if less, the entire principal amount of the Loan being assigned. Borrower and Agent shall be entitled to continue to deal solely and directly with such Lender in connection with the interests so assigned to an Assignee until Agent shall have received and accepted an effective Assignment Agreement executed, delivered and fully completed by the applicable parties thereto and a processing fee of $3,500 to be paid by the Lender to whom such interest is assigned; provided, that no such fee shall be payable in connection with any assignment by a Lender to a Lender or an Affiliate or Approved Fund of a Lender. Any attempted assignment not made in accordance with this Section 10.8.1 shall be treated as the sale of a participation under Section 10.8.2. Borrower shall be deemed to have granted its consent to any assignment requiring its consent hereunder unless Borrower has expressly objected to such assignment within three Business Days after notice thereof.",assignments
Assignments. This Agreement may not be assigned by any party without the express written consent of each other party. Any assignment made in violation of this Agreement shall be null and void.,assignments
"Assignments. Apartment and bedroom space assignments are made, and may be changed, only by Owner or its agent. Change requested by Resident: Resident may request to change assignments to a different apartment. Such change requests by the Resident are only effective upon written approval by Owner in its discretion, subject to the following preconditions: (a) Resident must be in good standing under the Housing Agreement; (b) Resident must prepay a $200 reassignment fee (refunded if the request is declined); (c) Resident and Owner must sign a written confirmation of the change in assignment, including Resident’s agreement to pay the prevailing rate for the new assignment, pro-rated to the date scheduled for relocation; and (d) relocation must be completed within 48 hours or charges will apply on both spaces. Change by Owner: Owner reserves the right to relocate Resident to another equivalent bedroom space or apartment at the Property for any reason (e.g., roommate conflict, urgent maintenance, etc.) upon at least three days’ notice. In such case, if the new Owner-assigned space carries a lower rate, Resident’s charges will be pro-rated and reduced accordingly; if the new Owner-assigned space carries a higher rate, Resident will continue to pay the rate under this Housing Agreement and will not be charged the higher rate. Failure to relocate within the time provided by Owner may result in charges applying for both spaces.",assignments
"Assignments. This Agreement shall inure to the benefit of, and be binding upon, the Company, its successors and assigns and/or any other entity which shall succeed to the business presently being conducted by the Company. Being a contract for personal services, neither this Agreement nor any rights hereunder shall be assigned by Executive.",assignments
"Assignments. (a) Each Seller Party and each Financial Institution hereby agree and consent to the complete or partial assignment by Conduit of all or any portion of its rights under, interest in, title to and obligations under this Agreement to the Financial Institutions pursuant to the Liquidity Agreement or to any other Person, and upon such assignment, Conduit shall be released from its obligations so assigned. Further, each Seller Party and each Financial Institution hereby agree that any assignee of Conduit of this Agreement or all or any of the Purchaser Interests of Conduit shall have all of the rights and benefits under this Agreement as if the term ""Conduit"" explicitly referred to such party, and no such assignment shall in any way impair the rights and benefits of Conduit hereunder. Neither Seller nor the Servicer shall have the right to assign its rights or obligations under this Agreement without the Agent's prior written consent.",assignments
"Assignments. The assignment of the related Mortgage(s) and Assignment(s) of Leases to the Trustee (or, in the case of an Outside Serviced Trust Mortgage Loan, to the related Outside Trustee) constitutes the legal, valid, binding and, subject to the limitations and exceptions as to enforceability set forth in paragraph (v) above, enforceable assignment of such documents (provided that the unenforceability of any such assignment based on bankruptcy, insolvency, receivership, reorganization, liquidation, moratorium and/or other similar laws affecting the enforcement of creditors' rights generally or based on general principles of equity (regardless of whether such enforcement is considered in a proceeding in equity or at law) shall be a breach of this representation and warranty only upon the declaration by a court with jurisdiction in the matter that such assignment is to be unenforceable on such basis).",assignments
"Assignments. 14.1 Either Party may assign or pledge this Agreement and all rights and obligations hereunder under the provisions of any mortgage, deed of trust, indenture, or other instrument which it has executed or may execute hereafter as security for indebtedness. Either Party may, without relieving itself of its obligation under this Agreement, assign any of its rights hereunder to a company with which it is affiliated. Otherwise, Shipper shall not assign this Agreement or any of its rights hereunder, except in accord with Article III, Section 11 of the General Terms and Conditions of Transporter's FERC Gas Tariff.",assignments
Assignments. No assignments or participations of any Lender’s rights or obligations under this Agreement shall be made except in accordance with this Section 14.1. Each Lender may assign to one or more Eligible Assignees all or a portion of its rights and obligations under this Agreement (including all of its rights and obligations with respect to the Loans and the Letters of Credit) in accordance with the provisions of this Section 14.1.,assignments
"Assignments. Except as otherwise specifically provided herein, no party hereto may assign either this Agreement or any of its rights, interests, or obligations hereunder without the prior written consent of the other party. Notwithstanding the foregoing, the Purchaser may assign and delegate all or a portion of its rights and obligations to purchase the Forward Purchase Securities to one or more other persons upon the consent of the Company (which consent shall not be unreasonably conditioned, withheld or delayed); provided, however, that no consent of the Company shall be required if such assignment or delegation is to an affiliate of Purchaser; provided, further, that no such assignment or delegation shall relieve the Purchaser of its obligations hereunder (including its obligation to purchase the Number of Forward Purchase Shares and the Number of Forward Purchase Warrants hereunder) and the Company shall be entitled to pursue all rights and remedies against the Purchaser subject to the terms and conditions hereof.",assignments
"Assignments. This Agreement shall be binding upon, and inure to the benefit of the Parties and their respective successors and permitted assigns. This Agreement shall not be assigned by any Party other than by mutual consent between the Parties to be evidenced in writing. Provided that, such consent shall not be withheld if Buyer seeks to transfer to any affiliate all of its rights and obligations under this Agreement. Provided further that any successor(s) or permitted assign(s) identified after mutual agreement between the Parties may be required to execute a new agreement on the same terms and conditions as are included in this Agreement.",assignments
"Assignments. Any assignment by either Party to any non-affiliated entity of any right, obligation or duty, or of any other interest hereunder, in whole or in part, without the prior written consent of the other Party shall be void. A Party may assign this Agreement or any right, obligation, duty or other interest hereunder to an Affiliate company of the Party without the consent of the other Party. All obligations and duties of any Party under this Agreement shall be binding on all successors in interest and assigns of such Party. No assignment of delegation hereof shall relieve the assignor of its obligations under this Agreement in the event that the assignee fails to perform such obligations.",assignments
"Assignments. (a) (I) Seller, Servicer, Agent, each Purchaser Agent and each Purchaser hereby agree and consent to the complete or partial assignment by any Conduit of all or any portion of its rights under, interest in, title to and obligations under this Agreement to any Funding Source pursuant to any Funding Agreement or to any other Person, and upon such assignment, such Conduit shall be released from its obligations so assigned; provided, however, that no Conduit shall transfer, sell or assign its rights in all or any part of the Asset Portfolio at any time prior to the Amortization Date unless the RPA Deferred Purchase Price allocable to the Asset Portfolio (or such relevant portion thereof), as determined by Agent to be allocable to such assigned interest on a pro rata basis, has been paid in full or is being assumed by the applicable transferee. Further, Seller, Servicer, Agent, each Purchaser Agent and each Purchaser hereby agree that any assignee of any Conduit of this Agreement or of all or any portion of the Asset Portfolio of any Conduit shall have all of the rights and benefits under this Agreement as if the term “Conduit” explicitly referred to and included such party (provided that (i) the Capital of any such assignee that is a Conduit or a commercial paper conduit shall accrue CP Costs based on such Conduit’s Conduit Costs or on such commercial paper conduit’s cost of funds, respectively, and (ii) the Capital of any other such assignee shall accrue Financial Institution Yield pursuant to Section 4.1), and no such assignment shall in any way impair the rights and benefits of any Conduit hereunder.",assignments
"Assignments. Neither Party hereto may assign or otherwise transfer its rights or obligations under this Agreement, except with the prior written consent of the other Party hereto, which consent shall not be unreasonably withheld; provided, however, that, so long as the performance of any assignee is guaranteed by the assignor: (i) either Party may assign its rights and delegate its benefits, duties and obligations under this Agreement, without the consent of the other Party, to any Affiliate of such Party and (ii) either Party may assign its rights and delegate its benefits, duties and obligations under this Agreement, without the consent of the other, to any person or entity that obtains control of all or substantially all of such assigning Party’s assets, by stock purchase, asset purchase, merger, foreclosure, or otherwise. Each Party shall notify the other in writing of any such assignment. Nothing in this Section is intended to impair the right of either Party to utilize subcontractors.",assignments
"Assignments. (i) Any Lender may, at any time, sell and assign to any Lender or any Eligible Assignee (individually, an “Assignee Lender”) all or a portion of its rights and obligations under this Agreement and the other Credit Documents (including for purposes of this Section 8.05(c), participations in L/C Obligations and in Swing Line Loans) (such a sale and assignment to be referred to herein as an “Assignment”) pursuant to an assignment agreement in substantially the form of Exhibit H (an “Assignment Agreement”), executed by each Assignee Lender and such assignor Lender (an “Assignor Lender”) and delivered to the Administrative Agent for its acceptance and recording in the Register; provided, however, that:",assignments
"Assignments. The Company may terminate this Agreement immediately in the event of its assignment by the Advisor except an assignment to a successor organization which acquires substantially all of the property and carries on the affairs of the Advisor, provided that following such assignment the persons who controlled the operations of the Advisor immediately prior thereto shall control the operations of the successor organization, including the performance of its duties under this Agreement; however, if at any time subsequent to such assignment such persons shall cease to control the operations of the successor organization, the Company may thereupon immediately terminate this Agreement. This Agreement shall not be assignable by the Company without the consent of the Advisor, except in the case of assignment by the Company to a corporation, trust or other organization which is a successor to the Company. Any assignment of this Agreement shall bind the assignee hereunder in the same manner as the assignor is bound hereunder.",assignments
Assignments. Neither party hereto may assign any of its rights or obligations hereunder except in accordance with the terms of the Credit Agreement.,assignments
Assignments. Either Party may assign or transfer any or all of its rights and/or obligations under this Agreement with the other Party’s prior written consent in accordance with Section 22.2 of the CAISO Tariff. Such consent shall not be unreasonably withheld. Any such transfer or assignment shall be conditioned upon the successor in interest accepting the rights and/or obligations under this Agreement as if said successor in interest was an original Party to this Agreement.,assignments
"Assignments. No Participating Lender’s participation in any Letter of Credit or any of its rights or duties hereunder shall be subdivided, assigned or transferred (other than in connection with a transfer of part or all of such Participating Lender’s Revolving Credit Commitment in accordance with Section 12.6) without the prior written consent of the Issuing Lender, which consent will not be unreasonably withheld. Such consent may be given or withheld without the consent or agreement of any other Participating Lender. Notwithstanding the foregoing, a Participating Lender may subparticipate its L/C Participating Interest without obtaining the prior written consent of the Issuing Lender.",assignments
"Assignments. (a) Except as set forth in Section 12(b) of this Agreement, this Agreement shall terminate automatically without payment of the Termination Fee in the event of its assignment, in whole or in part, by the Manager, unless such assignment is consented to in writing by the Trust with the consent of a majority of the Independent Trustees. Any such permitted assignment shall bind the assignee under this Agreement in the same manner as the Manager is bound, and the Manager shall be liable to the Trust and the Subsidiaries for all errors or omissions of the assignee under any such assignment. In addition, the assignee shall execute and deliver to the Trust and the Operating Partnership a counterpart of this Agreement naming such assignee as the Manager. This Agreement shall not be assigned by the Trust or the Operating Partnership without the prior written consent of the Manager, except in the case of assignment by the Trust or the Operating Partnership to another REIT (in the case of the Trust) or other organization which is a successor (by merger, consolidation, purchase of assets, or similar transaction) to the Trust or the Operating Partnership, in which case such successor organization shall be bound under this Agreement and by the terms of such assignment in the same manner as the Trust and the Operating Partnership are bound under this Agreement.",assignments
Assignments. The Member may assign in whole or in part its limited liability company interest.,assignments
"Assignments. This Security Agreement shall be binding upon and inure to the benefit of Collateral Agent and Company and their respective successors and assigns; provided, however, that Company may not sell, assign or delegate rights and obligations hereunder without the prior written consent of Collateral Agent.",assignments
"Assignments. Any Lender may, in the ordinary course of its commercial banking business and in accordance with applicable Law, at any time assign all or a portion of its rights and obligations under this Agreement and the other Loan Documents (including, without limitation, all or any portion of its Commitments and Loans owing to it and any Note held by it) to any Lender, any affiliate of a Lender or to one or more additional commercial banks or other Persons (each a ""Purchasing Lender""); provided, that",assignments
"Assignments. Notwithstanding the provisions of subsection 9.1, each Lender shall have the right at any time to assign to an Eligible Assignee all or a part of its rights and obligations under this Agreement and its Pro Rata Commitment; PROVIDED, HOWEVER, that (i) each such assignment shall be of a constant, and not a varying, percentage of all of the assigning Lender's rights and obligations under its Pro Rata Commitment and this Agreement except that, unless specifically provided in the Assignment and Acceptance Agreement, the rights and obligations with respect to the assigning Lender's outstanding Bid Rate Loans shall not be assigned; (ii) each such assignment shall be in a minimum amount of $5,000,000, unless such assignment is to a Lender or any Affiliate of a Lender or unless the assigning Lender is assigning its entire Pro Rata Commitment; and (iii) all such assignments shall be effected by the execution of an Assignment and Acceptance Agreement by the assigning Lender and the assignee Lender. Notwithstanding any other provision to the contrary contained in this Agreement, any Lender may at any time, without the consent of Administrative Agent or any Borrower, assign all or any portion of its rights under this Agreement and any notes which may be issued hereunder to a Federal Reserve Bank. Each Lender shall give Company and Administrative Agent prompt written notice of any assignment to an Affiliate of such Lender or any other Lender.",assignments
Assignments. (a) The Limited Partnership may assign all or any part of its interest in the Partnership and may withdraw from the Partnership only with the consent of the General Partner.,assignments
"Assignments. (i) Any Bank may at any time assign to one or more banks or other entities (""Purchasers"") all or any part of its rights and obligations under the Loan Papers. The parties to such assignment shall execute and deliver an Assignment and Acceptance Agreement (herein so called) which shall be substantially in the form of Exhibit J or in such other form as may be agreed to by the parties thereto. Each such assignment with respect to a Purchaser which is not a Bank or an Affiliate of a Bank or an Approved Fund shall either be in an amount equal to the entire applicable Commitment and Revolving Loans of the assigning Bank or (unless each of Borrower and Administrative Agent otherwise consents) be in an aggregate amount not less than $5,000,000. The amount of the assignment shall be based on the Commitment or outstanding Revolving Loans (if the Commitment has been terminated) subject to the assignment, determined as of the date of such assignment or as of the ""Effective Date,"" if the ""Effective Date"" is specified in the Assignment and Acceptance Agreement.",assignments
Assignments. The Member may assign its limited liability company interest in whole or in part.,assignments
"Assignments. The Member may transfer, assign, pledge or hypothecate, in whole or in part, its limited liability company interest, as determined in its sole discretion.",assignments
"Assignments. (a) The provisions of this Agreement shall be binding upon and inure to the benefit of the parties hereto and their respective successors and assigns permitted hereby, except that the Borrower may not assign or otherwise transfer any of its rights or obligations hereunder without the prior written consent of each of the Senior Lenders, the Swing Line Lender, the Senior Issuing Banks and the Senior Facility Agent (and any attempted assignment or other transfer by the Borrower without such consent shall be null and void), and no Senior Lender may assign or otherwise transfer any of its rights or obligations hereunder except (i) to an Eligible Assignee in accordance with Section 11.04(b) and Section 11.04(g), (ii) by way of participation in accordance with Section 11.04(d) or (iii) by way of pledge or assignment of a security interest subject to the restrictions of Section 11.04(e) (and any other attempted assignment or transfer by any party hereto shall be null and void).",assignments
"Assignments. (A) Except as provided in this Section 21.4, this Agreement and the rights and duties hereunder shall not be assignable by either of the parties except by the specific written consent of the non-assigning party.",assignments
