clause_text,clause_type
"Jurisdiction. Each of the Parties irrevocably (a) consents to submit itself to the exclusive jurisdiction of the Delaware Court of Chancery and any state appellate court therefrom within the State of Delaware (unless the Delaware Court of Chancery shall decline to accept jurisdiction over a particular matter, in which case, in any Delaware state or federal court within the State of Delaware), in connection with any matter based upon or arising out of this Agreement or any of the transactions contemplated by this Agreement or the actions of Parent, Purchaser Sub or the Company in the negotiation, administration, performance and enforcement hereof and thereof, (b) agrees that it will not attempt to deny or defeat such personal jurisdiction by motion or other request for leave from any such court, (c) agrees that it will not bring any action relating to this Agreement or any of the transactions contemplated by this Agreement in any court other than the courts of the State of Delaware, as described above, and (d) consents to service being made through the notice procedures set forth in Section 10.4. Each of the Company, Parent and Purchaser Sub hereby agrees that service of any process, summons, notice or document by U.S. registered mail to the respective addresses set forth in Section 10.4 shall be effective service of process for any suit or proceeding in connection with this Agreement or the transactions contemplated hereby. Each Party hereto hereby irrevocably waives, and agrees not to assert, by way of motion, as a defense, counterclaim or otherwise, in any Proceeding with respect to this Agreement, any claim that it is not personally subject to the jurisdiction of the above-named courts for any reason other than the failure to serve process in accordance with this Section 10.14, that it or its property is exempt or immune from jurisdiction of any such court or from any legal process commenced in such courts (whether through service of notice, attachment prior to judgment, attachment in aid of execution of judgment, execution of judgment or otherwise), and to the fullest extent permitted by applicable Law, that the Proceeding in any such court is brought in an inconvenient forum, that the venue of such Proceeding is improper or that this Agreement, or the subject matter hereof or thereof, may not be enforced in or by such courts and further irrevocably waives, to the fullest extent permitted by applicable Law, the benefit of any defense that would hinder, fetter or del...",jurisdiction
"Jurisdiction. All questions concerning the construction, validity, enforcement and interpretation of this Warrant shall be determined in accordance with the provisions of the Purchase Agreement.",jurisdiction
Jurisdiction. Each party irrevocably agrees that the courts of England and Wales shall have exclusive jurisdiction to settle any dispute or claim (including non-contractual disputes or claims) arising out of or in connection with the Contract or its subject matter or formation.,jurisdiction
"Jurisdiction. Each of PGF, Petrobras and the Underwriters agrees that any suit, action or proceeding against them, arising out of or based upon this Underwriting Agreement or the transactions contemplated hereby, may be instituted in any State or federal court in the Borough of Manhattan, City of New York, New York, or in the competent courts of their own corporate domiciles with respect to actions brought against any of them as a defendant, and waive any objection which they may now or hereafter have to the laying of venue of any such proceeding and any right to which any of them may be entitled on account of places of residence or domicile, and irrevocably submit to the jurisdiction of such courts in any suit, action or proceeding. The Companies have appointed the New York office of Petrobras, located at 570 Lexington Avenue, 43rd Floor, New York, New York 10022 as its authorized agent (the “Authorized Agent”) upon whom process may be served in any suit, action or proceeding arising out of or based upon this Underwriting Agreement or the transactions contemplated herein which may be instituted in any State or federal court in the City of New York, New York, by any Underwriter, the directors, officers, employees and agents of any Underwriter, or by any person who controls any Underwriter, and expressly accepts the jurisdiction of any such court in respect of any such suit, action or proceeding. The Companies hereby jointly and severally represent and warrant that the Authorized Agent has accepted such appointments and has agreed to act as said agent for service of process, and the Companies agree to take any and all action, including the filing of any and all documents that may be necessary to continue such appointment in full force and effect as aforesaid. Subject to applicable law, service of process upon the Authorized Agent shall be deemed, in every respect, effective service of process upon each of the Companies.",jurisdiction
"Jurisdiction. (a) The parties hereto agree that any suit, action or proceeding seeking to enforce any provision of, or based on any matter arising out of or in connection with, this Agreement or the transactions contemplated hereby (whether brought by any party or any of its Affiliates or against any party or any of its Affiliates) shall be brought in the Delaware Chancery Court or, if such court shall not have jurisdiction, any federal court located in the State of Delaware or other Delaware state court, and each of the parties hereby irrevocably consents to the jurisdiction of such courts (and of the appropriate appellate courts therefrom) in any such suit, action or proceeding and irrevocably waives, to the fullest extent permitted by law, any objection that it may now or hereafter have to the laying of the venue of any such suit, action or proceeding in any such court or that any such suit, action or proceeding brought in any such court has been brought in an inconvenient forum. Process in any such suit, action or proceeding may be served on any party anywhere in the world, whether within or without the jurisdiction of any such court. Without limiting the foregoing, each party agrees that service of process on such party as provided in Section 12.03 shall be deemed effective service of process on such party.",jurisdiction
"Jurisdiction. Except as otherwise expressly provided in this Agreement, the parties hereto agree that any suit, action or proceeding seeking to enforce any provision of, or based on any matter arising out of or in connection with, this Agreement or the transactions contemplated hereby may be brought in the United States District Court for the Southern District of New York or any other New York State court sitting in New York City, and each of the parties hereby consents to the jurisdiction of such courts (and of the appropriate appellate courts therefrom) in any such suit, action or proceeding and irrevocably waives, to the fullest extent permitted by law, any objection which it may now or hereafter have to the laying of the venue of any such suit, action or proceeding in any such court or that any such suit, action or proceeding which is brought in any such court has been brought in an inconvenient forum. Process in any such suit, action or proceeding may be served on any party anywhere in the world, whether within or without the jurisdiction of any such court. Without limiting the foregoing, each party agrees that service of process on such party as provided in Section 9.01 shall be deemed effective service of process on such party.",jurisdiction
"Jurisdiction. The parties hereby agree that any suit, action or proceeding seeking to enforce any provision of, or based on any matter arising out of or in connection with, this Agreement or the transactions contemplated hereby shall be brought in any state or federal court in The City of New York, Borough of Manhattan, so long as one of such courts shall have subject matter jurisdiction over such suit, action or proceeding, and that any cause of action arising out of this Agreement shall be deemed to have arisen from a transaction of business in the State of New York, and each of the parties hereby irrevocably consents to the jurisdiction of such courts (and of the appropriate appellate courts therefrom) in any such suit, action or proceeding and irrevocably waives, to the fullest extent permitted by law, any objection that it may now or hereafter have to the laying of the venue of any such suit, action or proceeding in any such court or that any such suit, action or proceeding which is brought in any such court has been brought in an inconvenient form. Process in any such suit, action or proceeding may be served on any party anywhere in the world, whether within or without the jurisdiction of any such court. Without limiting the foregoing, each party agrees that service of process on such party as provided in Section 4.02 shall be deemed effective service of process on such party.",jurisdiction
"Jurisdiction. The Borrower and each other Loan Party irrevocably and unconditionally agrees that it will not commence any action, litigation or proceeding of any kind or description, whether in law or equity, whether in contract or in tort or otherwise, against the Administrative Agent, any Lender, or any Related Party of the foregoing in any way relating to this Amendment, the Credit Agreement or any other Loan Document or the transactions relating hereto or thereto, in any forum other than the courts of the State of Arizona sitting in Maricopa County, and of the United States District Court of the District of Arizona, and any appellate court from any thereof, and each of the parties hereto irrevocably and unconditionally submits to the jurisdiction of such courts and agrees that all claims in respect of any such action, litigation or proceeding may be heard and determined in such Arizona State court or, to the fullest extent permitted by applicable Law, in such federal court. Each of the parties hereto agrees that a final judgment in any such action, litigation or proceeding shall be conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law. Nothing in this Agreement or in any other Loan Document shall affect any right that the Administrative Agent, any Lender may otherwise have to bring any action or proceeding relating to this Agreement or any other Loan Document against Borrower or its properties in the courts of any jurisdiction.",jurisdiction
"Jurisdiction. Any action or proceeding seeking to enforce any provision of, or based on any right arising out of, this Agreement shall be brought against either of the parties in the courts of the State of Tennessee, County of Shelby, or, if it has or can acquire jurisdiction, in the United States District Court for the Western District of Tennessee, and each of the parties consents to the jurisdiction of such courts (and of the appropriate appellate courts) in any such action or proceeding and waives any objection to venue laid therein. Process in any action or proceeding referred to in the preceding sentence may be served on either party anywhere in the world.",jurisdiction
"Jurisdiction. The parties to this Agreement hereby consent to the non-exclusive jurisdiction of any State or Federal Court of competent jurisdiction located within the State of New York, in the Borough of Manhattan, in connection with any actions or proceedings arising directly or indirectly from this Agreement.",jurisdiction
"Jurisdiction. With respect to any suit, action or proceedings relating to any dispute arising out of or in connection with this Agreement (“Proceedings”), each party irrevocably:—",jurisdiction
Jurisdiction. This Agreement shall be construed and enforced in accordance with the laws of the Province of Ontario and the laws of Canada applicable therein.,jurisdiction
"Jurisdiction. Each of the parties hereto irrevocably agrees that the courts of England shall have jurisdiction to hear and determine any suit, action or proceeding, and to settle any disputes, which may arise out of or in connection with this Agreement and, for such purposes, irrevocably submits to the jurisdiction of such courts.",jurisdiction
"Jurisdiction. Each Party hereby (a) irrevocably submits to the exclusive jurisdiction of the United States District Court located in the State of New York and (b) agrees not to assert as a defense or otherwise that its property is exempt or immune from attachment or execution, that any such action brought in the above-named court should be dismissed on grounds of forum non conveniens, should be transferred or removed to any court other than the above-named court, or should be stayed by reason of the pendency of some other proceeding in any other court other than the above-named court, or that this Agreement or the subject matter hereof may not be enforced in or by such court.",jurisdiction
"Jurisdiction. THE PARTIES IRREVOCABLY SUBMIT TO THE NON-EXCLUSIVE JURISDICTION OF ANY NEW YORK STATE OR FEDERAL COURT SITTING IN THE BOROUGH OF MANHATTAN IN THE CITY OF NEW YORK IN ANY ACTION OR PROCEEDING ARISING OUT OF OR RELATING TO THIS AGREEMENT AND THE PARTIES IRREVOCABLY AGREE THAT ALL CLAIMS IN RESPECT OF SUCH ACTION OR PROCEEDING MAY BE HEARD AND DETERMINED IN SUCH NEW YORK STATE OR FEDERAL COURT. THE PARTIES IRREVOCABLY WAIVE, TO THE FULLEST EXTENT THAT THEY MAY LEGALLY DO SO, THE DEFENSE OF AN INCONVENIENT FORUM TO THE MAINTENANCE OF SUCH ACTION OR PROCEEDING. THE PARTIES AGREE THAT A FINAL JUDGMENT IN ANY SUCH ACTION OR PROCEEDING WILL BE CONCLUSIVE AND MAY BE ENFORCED IN OTHER JURISDICTIONS BY SUIT ON THE JUDGMENT OR IN ANY OTHER MANNER PROVIDED BY LAW.",jurisdiction
"Jurisdiction. Each Lender, each Loan Party, the Administrative Agent and the Collateral Agent hereby irrevocably and unconditionally submits, for itself and its property, to the exclusive jurisdiction of any federal or state court located in the borough of Manhattan in the City of New York, and any appellate court from any thereof, in any action or proceeding arising out of or relating to any Loan Document (excluding the enforcement of the Security Documents to the extent such security documents expressly provide otherwise), or for recognition or enforcement of any judgment, and each of such parties hereto hereby irrevocably and unconditionally agrees that all claims in respect of any such action or proceeding may be heard and determined in such New York State or, to the extent permitted by law, in such federal court. Each of such parties hereto agrees that a final judgment in any such action or proceeding shall be conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law.",jurisdiction
"Jurisdiction. With respect to any action, claim or proceeding (“Action”) resulting from, relating to or arising out of this Agreement, each of the parties hereto irrevocably and unconditionally submits to the exclusive jurisdiction of the United States District Court for the Southern District of New York or, if such court will not accept jurisdiction, the Supreme Court of the State of New York or any court of competent civil jurisdiction sitting in New York County, New York. In any such Action, each of the parties hereto irrevocably and unconditionally waives and agrees not to assert by way of motion, as a defense or otherwise (i) any claim that it is not subject to the jurisdiction of the above courts, (ii) that its property is exempt or immune from attachment or execution in any such Action in the above-named courts, (iii) that such Action is brought in an inconvenient forum, (iv) that the venue of such Action is improper, (v) that such Action should be transferred or removed to any court other than one of the above-named courts, or should be stayed by reason of the pendency of some other proceeding in any other court other than one of the above-named courts, or that this Agreement or the subject matter hereof may not be enforced in or by such courts. Each of the parties hereto hereby agrees not to commence any such Action other than before one of the above-named courts. Each of the parties hereto also hereby agrees that any final and unappealable judgment against a party in connection with any such Action shall be conclusive and binding on such party and that such judgment may be enforced in any court of competent jurisdiction, either within or outside of the United States. A certified or exemplified copy of such award or judgment shall be conclusive evidence of the fact and amount of such award or judgment. The foregoing consent to jurisdiction shall not (a) constitute submission to jurisdiction or general consent to service of process in the State of New York for any purpose except with respect to any Action resulting from, relating to or arising out of this Agreement or (b) be deemed to confer rights on any person other than the respective parties to this Agreement.",jurisdiction
"Jurisdiction. Each of the parties hereto hereby irrevocably consents and submits to the exclusive jurisdiction of the Supreme Court of the State of New York and the United States District Court for the Southern District of New York in connection with any suit, action or other proceeding arising out of or relating to this Agreement or the transactions contemplated hereby, waives any objection to venue in the County of New York, State of New York, or such District and agrees that service of any summons, complaint, notice or other process relating to such suit, action or other proceeding may be effected in the manner provided by clause (ii) of Section 12.",jurisdiction
"Jurisdiction. EACH OF THE COMPANY AND THE PURCHASER (I) HEREBY IRREVOCABLY SUBMITS TO THE EXCLUSIVE JURISDICTION OF THE UNITED STATES DISTRICT COURT, COURTS OF THE STATE OF DELAWARE AND OTHER COURTS OF THE UNITED STATES SITTING IN NEW CASTLE COUNTY, DELAWARE FOR THE PURPOSES OF ANY SUIT, ACTION OR PROCEEDING ARISING OUT OF OR RELATING TO THIS AGREEMENT AND (II) HEREBY WAIVES, AND AGREES NOT TO ASSERT IN ANY SUCH SUIT ACTION OR PROCEEDING, ANY CLAIM THAT IT IS NOT PERSONALLY SUBJECT TO THE JURISDICTION OF SUCH COURT, THAT THE SUIT, ACTION OR PROCEEDING IS BROUGHT IN AN INCONVENIENT FORUM OR THAT THE VENUE OF THE SUIT, ACTION OR PROCEEDING IS IMPROPER. EACH OF THE COMPANY AND THE PURCHASER CONSENTS TO PROCESS BEING SERVED IN ANY SUCH SUIT, ACTION OR PROCEEDING BY MAILING A COPY THEREOF TO SUCH PARTY AT THE ADDRESS IN EFFECT FOR NOTICES TO IT UNDER THIS AGREEMENT AND AGREES THAT SUCH SERVICE SHALL CONSTITUTE GOOD AND SUFFICIENT SERVICE OF PROCESS AND NOTICE THEREOF. NOTHING IN THIS PARAGRAPH SHALL AFFECT OR LIMIT ANY RIGHT TO SERVE PROCESS IN ANY OTHER MANNER PERMITTED BY LAW.",jurisdiction
"Jurisdiction. The Company agrees that any suit, action or proceeding against the Company brought by any Underwriter, the directors, officers, employees, affiliates and agents of any Underwriter, or by any person who controls any Underwriter, arising out of or based upon this Agreement, and any claim, controversy or dispute arising under or related thereto or the transactions contemplated hereby may be instituted in any State or U.S. federal court in the City of New York and County of New York, and waives any objection which it may now or hereafter have to the laying of venue of any such proceeding, and irrevocably submits to the exclusive jurisdiction of such courts in any suit, action or proceeding.",jurisdiction
"Jurisdiction. This Agreement shall be governed by and construed in accordance with substantive laws of the State of Delaware without reference to choice of law principles thereof and in accordance with the 1940 Act. In the case of any conflict, the 1940 Act shall control. Each of the parties hereto irrevocably and unconditionally confirms and agrees that it is and shall continue to be (i) subject to the jurisdiction of the state courts of the State of Delaware, and (ii) subject to service of process in the State of Delaware. Unless the parties consent in writing to the selection of an alternative forum, the exclusive jurisdiction for any actions, suits or proceedings arising out of or relating to this Agreement or the transactions contemplated by this Agreement shall be the state and federal courts located in the State of Delaware (the “Delaware Courts”). Each party hereto hereby irrevocably and unconditionally (a) agrees not to commence any litigation relating thereto except in the Delaware Courts and (b) waives any objection to the laying of venue of any such litigation in the Delaware Courts and agrees not to plead or claim in any Delaware Court, by way of motion, as a defense, counterclaim or otherwise, that (i) such litigation brought therein has been brought in any inconvenient forum, (ii) it is not personally subject to the jurisdiction of the above-named courts for any reason other than the failure to lawfully serve process, or (iii) this Agreement, or the subject matter hereof, may not be enforced in or by such courts.",jurisdiction
"Jurisdiction. Each party hereby irrevocably submits to the exclusive jurisdiction of the Court of Chancery in the State of Delaware in any action, suit or proceeding arising in connection with this Agreement, and agrees that any such action, suit or proceeding shall be brought only in such court (and waives any objection based on forum non conveniens or any other objection to venue therein); provided, however, that such consent to jurisdiction is solely for the purpose referred to in this paragraph and shall not be deemed to be a general submission to the jurisdiction of said Court or in the State of Delaware other than for such purposes. Each party hereto hereby waives any right to a trial by jury in connection with any such action, suit or proceeding.",jurisdiction
"Jurisdiction. The Issuer and the Guarantors agree that any suit, action or proceeding against the Issuer or any Guarantor brought by any Holder or the Trustee arising out of or based upon this Indenture, the Note Guarantee or the Notes may be instituted in any state or Federal court in the Borough of Manhattan, New York, New York, and any appellate court from any thereof, and each of them irrevocably submits to the non-exclusive jurisdiction of such courts in any suit, action or proceeding. The Issuer and the Guarantors irrevocably waive, to the fullest extent permitted by law, any objection to any suit, action, or proceeding that may be brought in connection with this Indenture, the Note Guarantee or the Notes, including such actions, suits or proceedings relating to securities laws of the United States of America or any state thereof, in such courts whether on the grounds of venue, residence or domicile or on the ground that any such suit, action or proceeding has been brought in an inconvenient forum. The Issuer and the Guarantors agree that final judgment in any such suit, action or proceeding brought in such court shall be conclusive and binding upon the Issuer or the Guarantors, as the case may be, and may be enforced in any court to the jurisdiction of which the Issuer or the Guarantors, as the case may be, are subject by a suit upon such judgment.",jurisdiction
"Jurisdiction. TO THE GREATEST EXTENT PERMITTED BY LAW, BORROWER HEREBY WAIVES ANY AND ALL RIGHTS TO REQUIRE MARSHALLING OF ASSETS BY LENDER. WITH RESPECT TO ANY SUIT, ACTION OR PROCEEDINGS RELATING TO THIS AGREEMENT (EACH, A “PROCEEDING”), BORROWER IRREVOCABLY (A) SUBMITS TO THE NON-EXCLUSIVE JURISDICTION OF THE STATE AND FEDERAL COURTS HAVING JURISDICTION IN THE CITY OF DALLAS, COUNTY OF DALLAS AND STATE OF TEXAS, AND (B) WAIVES ANY OBJECTION WHICH IT MAY HAVE AT ANY TIME TO THE LAYING OF VENUE OF ANY PROCEEDING BROUGHT IN ANY SUCH COURT, WAIVES ANY CLAIM THAT ANY PROCEEDING HAS BEEN BROUGHT IN AN INCONVENIENT FORUM AND FURTHER WAIVES THE RIGHT TO OBJECT, WITH RESPECT TO SUCH PROCEEDING, THAT SUCH COURT DOES NOT HAVE JURISDICTION OVER SUCH PARTY. NOTHING IN THIS AGREEMENT SHALL PRECLUDE LENDER FROM BRINGING A PROCEEDING IN ANY OTHER JURISDICTION NOR WILL THE BRINGING OF A PROCEEDING IN ANY ONE OR MORE JURISDICTIONS PRECLUDE THE BRINGING OF A PROCEEDING IN ANY OTHER JURISDICTION. BORROWER FURTHER AGREES AND CONSENTS THAT, IN ADDITION TO ANY METHODS OF SERVICE OF PROCESS PROVIDED FOR UNDER APPLICABLE LAW, ALL SERVICE OF PROCESS IN ANY PROCEEDING IN ANY TEXAS STATE OR UNITED STATES COURT SITTING IN THE CITY OF DALLAS AND COUNTY OF DALLAS MAY BE MADE BY CERTIFIED OR REGISTERED MAIL, RETURN RECEIPT REQUESTED, DIRECTED TO BORROWER AT THE ADDRESS INDICATED BELOW, AND SERVICE SO MADE SHALL BE COMPLETE UPON RECEIPT; EXCEPT THAT IF BORROWER SHALL REFUSE TO ACCEPT DELIVERY, SERVICE SHALL BE DEEMED COMPLETE FIVE (5) DAYS AFTER THE SAME SHALL HAVE BEEN SO MAILED.",jurisdiction
"Jurisdiction. ANY LEGAL SUIT, ACTION OR PROCEEDING ARISING OUT OF OR BASED UPON THIS AGREEMENT, OR THE TRANSACTIONS CONTEMPLATED HEREBY MAY BE INSTITUTED IN THE FEDERAL COURTS OF THE UNITED STATES OF AMERICA OR THE COURTS OF THE STATE OF NEW YORK IN EACH CASE LOCATED IN THE BOROUGH OF MANHATTAN AND COUNTY OF MANHATTAN, AND EACH PARTY IRREVOCABLY SUBMITS TO THE EXCLUSIVE JURISDICTION OF SUCH COURTS IN ANY SUCH SUIT, ACTION OR PROCEEDING. SERVICE OF PROCESS, SUMMONS, NOTICE OR OTHER DOCUMENT BY MAIL TO SUCH PARTY’S ADDRESS SET FORTH HEREIN SHALL BE EFFECTIVE SERVICE OF PROCESS FOR ANY SUIT, ACTION OR OTHER PROCEEDING BROUGHT IN ANY SUCH COURT. THE PARTIES IRREVOCABLY AND UNCONDITIONALLY WAIVE ANY OBJECTION TO THE LAYING OF VENUE OF ANY SUIT, ACTION OR ANY PROCEEDING IN SUCH COURTS AND IRREVOCABLY WAIVE AND AGREE NOT TO PLEAD OR CLAIM IN ANY SUCH COURT THAT ANY SUCH SUIT, ACTION OR PROCEEDING BROUGHT IN ANY SUCH COURT HAS BEEN BROUGHT IN AN INCONVENIENT FORUM.",jurisdiction
"Jurisdiction. This Warrant shall be binding upon any successors or assigns of the Company. This Warrant shall constitute a contract under the laws of New York without regard to its conflict of law principles or rules, and be subject to arbitration pursuant to the terms set forth in the Purchase Agreement.",jurisdiction
"Jurisdiction. THE PARTIES HERETO IRREVOCABLY SUBMIT TO THE EXCLUSIVE JURISDICTION OF THE COURTS OF THE STATE OF NEW YORK AND THE UNITED STATES COURT FOR THE SOUTHERN DISTRICT OF NEW YORK IN CONNECTION WITH ALL MATTERS RELATING HERETO AND WAIVE ANY OBJECTION TO THE LAYING OF VENUE IN, AND ANY CLAIM OF INCONVENIENT FORUM WITH RESPECT TO, THESE COURTS. NOTHING IN THIS PROVISION SHALL PROHIBIT A PARTY FROM BRINGING AN ACTION TO ENFORCE A MONEY JUDGMENT IN ANY OTHER JURISDICTION.",jurisdiction
"Jurisdiction. The parties hereto agree that any suit, action or proceeding seeking to enforce any provision of, or based on any matter arising out of or in connection with, this Agreement or the transactions contemplated hereby shall be brought in the Chancery Court of the State of Delaware and any state appellate court therefrom within the State of Delaware (or if the Chancery Court of the State of Delaware declines to accept jurisdiction over a particular matter, any federal or state court sitting in the State of Delaware and any federal or state appellate court therefrom), and each of the parties hereto hereby irrevocably consents to the exclusive jurisdiction of such courts (and of the appropriate appellate courts therefrom) in any such suit, action or proceeding and irrevocably waives, to the fullest extent permitted by law, any objection that it may now or hereafter have to the laying of the venue of any such suit, action or proceeding in any such court or that any such suit, action or proceeding brought in any such court has been brought in an inconvenient forum. Process in any such suit, action or proceeding may be served on any party hereto anywhere in the world, whether within or without the jurisdiction of any such court. Without limiting the foregoing, each party hereto agrees that service of process on such party as provided in Section 9.01 shall be deemed effective service of process on such party.",jurisdiction
"Jurisdiction. ANY LEGAL ACTION OR PROCEEDING WITH RESPECT TO THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT MAY BE BROUGHT IN THE COURTS OF THE STATE OF CALIFORNIA OR OF THE UNITED STATES FOR THE NORTHERN DISTRICT OF CALIFORNIA, AND BY EXECUTION AND DELIVERY OF THIS AGREEMENT, EACH GUARANTOR AND EACH OF THE GUARANTEED PARTIES CONSENTS, FOR ITSELF AND IN RESPECT OF ITS PROPERTY, TO THE NONEXCLUSIVE JURISDICTION OF THOSE COURTS. EACH GUARANTOR AND EACH OF THE GUARANTEED PARTIES IRREVOCABLY WAIVES ANY OBJECTION, INCLUDING ANY OBJECTION TO THE LAYING OF VENUE OR BASED ON THE GROUNDS OF FORUM NON CONVENIENS, WHICH IT MAY NOW OR HEREAFTER HAVE TO THE BRINGING OF ANY ACTION OR PROCEEDING IN SUCH JURISDICTION IN RESPECT OF THIS AGREEMENT OR ANY DOCUMENT RELATED HERETO. EACH GUARANTOR AND EACH OF THE GUARANTEED PARTIES WAIVES PERSONAL SERVICE OF ANY SUMMONS, COMPLAINT OR OTHER PROCESS, WHICH MAY BE MADE BY ANY OTHER MEANS PERMITTED BY CALIFORNIA LAW.",jurisdiction
"Jurisdiction. Any legal action or proceeding with respect to this Agreement may be brought in the courts of the United States for the Southern District of New York, and by execution and delivery of this Agreement, each party hereto consents, for itself and in respect of its property, to the non-exclusive jurisdiction of those courts. Each such party irrevocably waives any objection, including any objection to the laying of venue or based on the grounds of forum non conveniens, which it may now or hereafter have to the bringing of any action or proceeding in such jurisdiction in respect of this Agreement or any document related hereto.",jurisdiction
"Jurisdiction. The courts of Amsterdam, the Netherlands, subject to the authority of the Trustee, if it considers this expedient, to agree to prorogation (prorogatie), shall have exclusive jurisdiction to settle any disputes which may arise out of or in connection with this Trust Deed or the Bonds (and any non-contractual obligations arising out of or in connection with them) and accordingly any legal action or proceedings arising out of or in connection with this Trust Deed or the Bonds (“Proceedings”) may be brought in such courts. The Issuer irrevocably submits to the jurisdiction of such courts and waives any objections to Proceedings in such courts on the ground of venue or on the ground that the Proceedings have been brought in an inconvenient forum. This submission is for the benefit of each of the Trustee and the Bondholders.",jurisdiction
"Jurisdiction. The parties hereby irrevocably and unconditionally consent to submit to the exclusive jurisdiction of the federal courts of the United States of America located in the State of Delaware, or, if jurisdiction in such federal courts is not available, the courts of the State of Delaware, for any actions, suits or proceedings arising out of or relating to this Agreement and the transactions contemplated hereby, and each party hereby irrevocably waives, to the fullest extent permitted by law, any objection which it may now or hereafter have to the laying of the venue of any such suit, action or proceeding in any such court or that any such suit, action or proceeding which is brought in any such court has been brought in an inconvenient forum. Without limiting the foregoing, each party agrees that service of process on such party as provided in Section 14(a) shall be deemed effective service of process on such party.",jurisdiction
"Jurisdiction. Each of the Parties hereto irrevocably agrees that all proceedings arising out of or relating to this Agreement and the rights and obligations arising hereunder, or for recognition and enforcement of any judgment in respect of this Agreement and the rights and obligations arising hereunder brought by the other Party hereto or its successors or assigns shall be brought, heard and determined exclusively in any federal or state court sitting in Cook County, Illinois. Consistent with the preceding sentence, each of the Parties hereto hereby (a) submits to the exclusive jurisdiction of any federal or state court sitting in Cook County, Illinois for the purpose of any proceeding arising out of or relating to this Agreement or the rights and obligations arising hereunder brought by any Party hereto and (b) irrevocably waives, and agrees not to assert by way of motion, defense, counterclaim, or otherwise, in any such proceeding, any claim that it or its property is not subject personally to the jurisdiction of the above-named courts, that the proceeding is brought in an inconvenient forum, that the venue of the proceeding is improper, or that this Agreement or any of the other transactions contemplated by this Agreement may not be enforced in or by any of the above-named courts. Each Party agrees that service of process upon such party in any such action or Proceeding shall be effective if notice is given in accordance with Section 15(e).",jurisdiction
